"","OCC","MET2013","YEAR","MULTYEAR","SAMPLE","SERIAL","HHWT","DENSITY","MET2013ERR","METPOP10","OWNERSHP","OWNERSHPD","HHINCOME","PERWT","SEX","AGE","RACE","RACED","HISPAN","HISPAND","EDUC","EDUCD","DEGFIELD","DEGFIELDD","DEGFIELD2","DEGFIELD2D","INCTOT","SEI","Metro","Occupation"
"8488998",1970,37980,2022,2019,202203,3908308,14,910.6,2,5965343,1,12,108507,18,2,19,1,100,0,0,6,63,0,0,0,0,2871,53,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Other life, physical, and social science technicians"
"2439364",0,0,2022,2020,202203,4622420,7,188.5,0,62768,2,22,75920,10,2,13,1,100,0,0,2,23,0,0,0,0,9999999,0,"Not in identifiable area","N/A (not applicable)"
"3309722",0,0,2022,2021,202203,4936597,15,165.3,0,39753,1,12,74583,21,1,82,1,100,0,0,5,50,0,0,0,0,17186,0,"Not in identifiable area","N/A (not applicable)"
"14950456",9030,47900,2022,2022,202203,6596487,11,1354.6,4,5636232,1,13,203090,14,1,47,1,100,0,0,11,114,62,6203,0,0,202500,79,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Aircraft pilots and flight engineers"
"1380733",0,0,2022,2020,202203,6109609,19,225.9,0,29466,1,12,38187,33,1,15,1,100,1,100,3,30,0,0,0,0,0,0,"Not in identifiable area","N/A (not applicable)"
"12431267",4840,41860,2022,2021,202203,916959,11,5583.4,1,4335391,1,13,80096,11,1,22,6,671,0,0,8,81,0,0,0,0,24861,47,"San Francisco-Oakland-Hayward, CA","Sales representatives of services, except advertising, insurance, financial services, and travel"
"6855242",205,0,2022,2020,202203,5663865,5,10.7,0,7710,1,12,423795,4,1,56,1,100,0,0,6,63,0,0,0,0,367138,14,"Not in identifiable area","Farmers, ranchers, and other agricultural managers"
"9822760",3255,0,2022,2018,202203,2558988,10,95.2,0,20107,1,12,204585,10,2,27,1,100,0,0,10,101,61,6107,60,6000,64298,46,"Not in identifiable area","Registered nurses"
"6079092",0,24660,2022,2021,202203,4668074,9,1268.2,5,723801,1,13,29185,9,1,68,2,200,0,0,11,114,62,6203,0,0,16214,0,"Greensboro-High Point, NC","N/A (not applicable)"
"9001669",2310,12060,2022,2019,202203,1827717,9,2260.1,4,5286728,1,13,555163,9,2,59,1,100,0,0,10,101,34,3401,0,0,1148,72,"Atlanta-Sandy Springs-Roswell, GA","Elementary and middle school teachers"
"15106157",9130,0,2022,2020,202203,3425555,3,375.2,0,189093,1,12,76600,2,1,72,1,100,0,0,6,63,0,0,0,0,54051,15,"Not in identifiable area","Driver/sales workers and truck drivers"
"5130871",0,40140,2022,2020,202203,685095,30,1348.2,1,4224851,1,13,70255,30,2,62,8,826,0,0,6,63,0,0,0,0,0,0,"Riverside-San Bernardino-Ontario, CA","N/A (not applicable)"
"1866963",0,0,2022,2021,202203,4364011,6,88.4,0,56477,1,13,127548,6,2,49,1,100,0,0,8,81,0,0,0,0,35670,0,"Not in identifiable area","N/A (not applicable)"
"7984813",1021,41180,2022,2019,202203,2137566,21,749.2,5,2787701,2,22,75782,21,1,47,1,100,0,0,10,101,21,2102,0,0,75782,65,"St. Louis, MO-IL","Software developers"
"13135818",5400,26420,2022,2022,202203,6353709,11,691.7,3,5920416,1,12,384500,11,2,76,1,100,0,0,6,61,0,0,0,0,384500,44,"Houston-The Woodlands-Sugar Land, TX","Receptionists and information clerks"
"15045251",9130,49340,2022,2018,202203,2989064,21,701.2,5,916980,1,13,96681,21,1,43,7,700,0,0,6,63,0,0,0,0,34370,15,"Worcester, MA-CT","Driver/sales workers and truck drivers"
"6736013",120,35620,2022,2018,202203,4117099,28,1529.6,2,19567410,1,13,205755,28,1,34,1,100,0,0,11,114,62,6207,0,0,100539,68,"New York-Newark-Jersey City, NY-NJ-PA","Financial managers"
"10007832",3310,0,2022,2021,202203,2423678,14,166,0,110645,1,12,18267,15,2,61,1,100,0,0,8,81,0,0,0,0,18267,48,"Not in identifiable area","Dental hygienists"
"9783820",3255,22220,2022,2019,202203,295413,10,708.5,5,463204,1,13,50981,10,2,44,1,100,0,0,10,101,61,6107,62,6210,50981,46,"Fayetteville-Springdale-Rogers, AR-MO","Registered nurses"
"594253",0,0,2022,2018,202203,281108,33,231.8,0,54164,1,13,140287,24,2,12,1,100,0,0,2,23,0,0,0,0,9999999,0,"Not in identifiable area","N/A (not applicable)"
"5151010",0,35620,2022,2018,202203,4112982,18,2515,2,19567410,2,22,126258,17,1,15,1,100,0,0,4,40,0,0,0,0,0,0,"New York-Newark-Jersey City, NY-NJ-PA","N/A (not applicable)"
"12952348",5240,12060,2022,2020,202203,1878586,64,2484.6,4,5286728,2,22,42153,64,2,31,2,200,0,0,7,71,0,0,0,0,32634,44,"Atlanta-Sandy Springs-Roswell, GA","Customer service representatives"
"13243595",5600,16740,2022,2019,202203,4574404,12,1384.6,6,2217012,1,13,127682,11,1,49,1,100,0,0,6,65,0,0,0,0,53966,44,"Charlotte-Concord-Gastonia, NC-SC","Production, planning, and expediting clerks"
"4481571",0,38860,2022,2019,202203,2823361,25,264.1,1,514098,1,13,332983,26,1,10,1,100,0,0,1,17,0,0,0,0,9999999,0,"Portland-South Portland, ME","N/A (not applicable)"
"13856250",6260,0,2022,2018,202203,2086856,41,195.9,0,41306,1,12,83705,43,1,53,1,100,0,0,6,64,0,0,0,0,40917,8,"Not in identifiable area","Construction laborers"
"5229364",0,41180,2022,2021,202203,3659260,14,1764.7,5,2787701,1,12,108415,14,2,44,1,100,0,0,6,63,0,0,0,0,24753,0,"St. Louis, MO-IL","N/A (not applicable)"
"11540888",4510,35620,2022,2018,202203,4111703,14,39183.8,2,19567410,1,12,64941,15,2,84,1,100,4,416,6,63,0,0,0,0,9060,17,"New York-Newark-Jersey City, NY-NJ-PA","Hairdressers, hairstylists, and cosmetologists"
"9450348",2640,0,2022,2022,202203,955058,47,150.7,0,77142,1,12,121000,47,2,48,1,100,0,0,10,101,33,3301,0,0,32000,73,"Not in identifiable area","Other designers"
"928712",0,35380,2022,2022,202203,2814347,62,6467.7,1,1189866,1,12,58000,39,1,10,2,200,0,0,1,17,0,0,0,0,9999999,0,"New Orleans-Metairie, LA","N/A (not applicable)"
"671040",0,0,2022,2021,202203,4665479,6,229.8,0,91597,2,22,51689,14,1,15,2,200,0,0,3,30,0,0,0,0,0,0,"Not in identifiable area","N/A (not applicable)"
"274768",0,0,2022,2019,202203,1124201,11,17.1,0,16732,2,22,57411,8,2,15,1,100,0,0,5,50,0,0,0,0,0,0,"Not in identifiable area","N/A (not applicable)"
"12494700",4850,31080,2022,2019,202203,582527,22,383.7,1,12828837,2,22,27557,22,1,28,4,400,0,0,10,101,62,6203,0,0,27557,47,"Los Angeles-Long Beach-Anaheim, CA","Sales representatives, wholesale and manufacturing"
"7785953",800,40140,2022,2021,202203,787296,71,2339.9,1,4224851,1,13,769707,51,2,62,2,200,0,0,10,101,62,6203,0,0,91878,78,"Riverside-San Bernardino-Ontario, CA","Accountants and auditors"
"6364236",0,41740,2022,2022,202203,1016778,22,9320.3,1,3095313,1,12,23000,22,2,94,8,826,1,100,1,16,0,0,0,0,23000,0,"San Diego-Carlsbad, CA","N/A (not applicable)"
"1725867",0,18140,2022,2022,202203,5029608,11,4965.6,4,1901974,1,13,199500,13,2,8,1,100,0,0,1,14,0,0,0,0,9999999,0,"Columbus, OH","N/A (not applicable)"
"12333635",4760,34980,2022,2020,202203,5753777,11,188.7,5,270403,1,12,27558,12,2,76,1,100,0,0,6,63,0,0,0,0,27558,47,"Nashville-Davidson--Murfreesboro--Franklin, TN","Retail salespersons"
"6350659",0,38060,2022,2022,202203,249038,49,223,2,4192887,1,13,115000,52,2,33,1,100,0,0,8,81,0,0,0,0,0,0,"Phoenix-Mesa-Scottsdale, AZ","N/A (not applicable)"
"7372605",440,0,2022,2019,202203,5657244,20,2599.4,0,228261,1,13,148694,20,1,36,1,100,0,0,10,101,21,2106,0,0,75208,68,"Not in identifiable area","Other managers"
"1166067",0,0,2022,2021,202203,1900850,8,246.9,0,156005,1,12,87554,9,1,73,1,100,0,0,6,63,0,0,0,0,43885,0,"Not in identifiable area","N/A (not applicable)"
"14952655",9030,0,2022,2021,202203,1996823,13,509.5,0,120306,1,13,115658,14,1,52,1,100,0,0,6,63,0,0,0,0,108091,79,"Not in identifiable area","Aircraft pilots and flight engineers"
"13002644",5240,33100,2022,2021,202203,1609862,45,11974.2,2,5564635,2,22,54046,45,2,25,7,700,4,414,10,101,62,6209,0,0,0,44,"Miami-Fort Lauderdale-West Palm Beach, FL","Customer service representatives"
"4515809",0,12060,2022,2018,202203,1782530,23,1830.6,4,5286728,1,13,79496,22,2,8,2,200,0,0,1,14,0,0,0,0,9999999,0,"Atlanta-Sandy Springs-Roswell, GA","N/A (not applicable)"
"14059273",6441,10580,2022,2022,202203,4469664,3,865.3,4,870716,1,13,185000,4,1,54,1,100,0,0,6,63,0,0,0,0,103000,34,"Albany-Schenectady-Troy, NY","Pipelayers"
"1043243",0,0,2022,2018,202203,2554974,6,66.3,0,15516,2,22,21160,6,2,88,1,100,0,0,10,101,23,2314,0,0,21160,0,"Not in identifiable area","N/A (not applicable)"
"10864657",4030,12060,2022,2019,202203,1853684,7,1830.6,4,5286728,1,13,45929,7,1,51,2,200,0,0,6,65,0,0,0,0,45929,15,"Atlanta-Sandy Springs-Roswell, GA","Food preparation workers"
"8607399",2016,12060,2022,2019,202203,1818371,19,1426.6,4,5286728,1,13,52818,19,1,35,8,802,4,412,10,101,55,5506,0,0,33298,64,"Atlanta-Sandy Springs-Roswell, GA","Social and human service assistants"
"10410581",3645,0,2022,2018,202203,5048031,23,87.1,0,54277,2,22,87679,20,2,34,1,100,0,0,6,63,0,0,0,0,25719,38,"Not in identifiable area","Medical assistants"
"8640112",2040,27140,2022,2018,202203,3497723,9,2674.3,5,567122,1,13,143794,9,1,57,1,100,0,0,11,115,62,6203,0,0,143794,52,"Jackson, MS","Clergy"
"10369861",3640,31080,2022,2019,202203,597375,9,10839.3,1,12828837,2,22,36858,9,2,52,4,410,0,0,8,81,0,0,0,0,26868,38,"Los Angeles-Long Beach-Anaheim, CA","Dental assistants"
"13421486",5740,41860,2022,2021,202203,836473,16,33959,1,4335391,2,22,108091,9,2,32,6,671,0,0,11,114,40,4001,0,0,64855,61,"San Francisco-Oakland-Hayward, CA","Secretaries and administrative assistants, except legal, medical, and executive"
"6457813",10,41940,2022,2020,202203,701299,27,8476.3,4,1836911,1,13,435126,30,1,52,1,100,0,0,11,116,50,5007,0,0,283285,68,"San Jose-Sunnyvale-Santa Clara, CA","Chief executives and legislators"
"6543202",20,35620,2022,2022,202203,4007689,9,3650.3,2,19567410,1,13,110600,9,2,65,1,100,0,0,10,101,55,5506,0,0,77700,68,"New York-Newark-Jersey City, NY-NJ-PA","General and operations managers"
"12958697",5240,12060,2022,2018,202203,1801013,24,543.1,4,5286728,1,13,106618,17,2,27,1,100,0,0,10,101,62,6203,0,0,58453,44,"Atlanta-Sandy Springs-Roswell, GA","Customer service representatives"
"2473877",0,37980,2022,2022,202203,5508525,34,6455.2,2,5965343,1,12,260900,34,1,67,7,700,2,200,7,71,0,0,0,0,184300,0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","N/A (not applicable)"
"12511986",4850,40060,2022,2019,202203,6500368,11,204.2,5,1208101,1,13,160463,11,1,58,1,100,0,0,10,101,41,4101,0,0,137786,47,"Richmond, VA","Sales representatives, wholesale and manufacturing"
"7007138",310,31080,2022,2018,202203,455724,16,16251.7,1,12828837,2,22,52608,15,2,29,7,700,1,100,7,71,0,0,0,0,40917,68,"Los Angeles-Long Beach-Anaheim, CA","Food service managers"
"3051161",0,46520,2022,2020,202203,1990557,7,5252.7,1,953207,2,22,101983,3,2,3,8,826,1,100,1,11,0,0,0,0,9999999,0,"Urban Honolulu, HI","N/A (not applicable)"
"9355946",2545,31080,2022,2020,202203,704855,56,8404.8,1,12828837,1,13,99716,56,2,55,8,826,1,100,6,63,0,0,0,0,23116,65,"Los Angeles-Long Beach-Anaheim, CA","Teaching assistants"
"1485561",0,0,2022,2020,202203,2392212,8,331.1,0,56461,2,22,21983,8,1,55,1,100,0,0,4,40,0,0,0,0,10991,0,"Not in identifiable area","N/A (not applicable)"
"4114753",0,16740,2022,2018,202203,5556624,47,1114.3,6,2217012,2,22,10522,52,1,8,2,200,0,0,1,14,0,0,0,0,9999999,0,"Charlotte-Concord-Gastonia, NC-SC","N/A (not applicable)"
"8223882",1320,0,2022,2018,202203,2481608,15,1063,0,257940,1,13,308632,15,1,60,1,100,0,0,10,101,24,2408,0,0,128597,87,"Not in identifiable area","Aerospace engineers"
"8099680",1050,35620,2022,2018,202203,4093781,10,3912.9,2,19567410,1,13,79964,11,1,78,1,100,0,0,10,101,55,5502,0,0,39982,65,"New York-Newark-Jersey City, NY-NJ-PA","Computer support specialists"
"10331495",3603,49340,2022,2019,202203,3017850,25,6238.6,5,916980,1,12,130897,18,2,57,2,200,0,0,6,65,0,0,0,0,41336,13,"Worcester, MA-CT","Nursing assistants"
"677233",0,0,2022,2022,202203,1683667,27,3696.7,0,367413,2,22,16900,27,2,49,2,200,0,0,5,50,0,0,0,0,16900,0,"Not in identifiable area","N/A (not applicable)"
"11044629",4110,40380,2022,2020,202203,4284774,2,1503.6,6,1079671,1,12,85552,6,2,24,1,100,0,0,7,71,0,0,0,0,1700,16,"Rochester, NY","Waiters and waitresses"
"9481901",2710,31080,2022,2019,202203,625418,14,7985.8,1,12828837,1,12,275572,14,1,49,1,100,0,0,7,71,0,0,0,0,0,68,"Los Angeles-Long Beach-Anaheim, CA","Producers and directors"
"15176221",9130,47260,2022,2018,202203,6465369,11,5420.5,5,1676822,1,13,107554,11,1,67,1,100,0,0,6,65,0,0,0,0,88849,15,"Virginia Beach-Norfolk-Newport News, VA-NC","Driver/sales workers and truck drivers"
"4519121",0,17820,2022,2019,202203,1127329,26,2442.5,1,645613,1,13,86116,21,2,3,7,700,1,100,0,2,0,0,0,0,9999999,0,"Colorado Springs, CO","N/A (not applicable)"
"3272341",0,26420,2022,2022,202203,6245740,11,448.6,3,5920416,0,0,9999999,11,1,37,2,200,0,0,8,81,0,0,0,0,0,0,"Houston-The Woodlands-Sugar Land, TX","N/A (not applicable)"
"10391012",3645,47900,2022,2020,202203,2916209,18,1981.7,5,5636232,1,13,211784,32,2,24,2,200,0,0,11,114,54,5401,0,0,10085,38,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Medical assistants"
"11298038",4220,12060,2022,2022,202203,1954544,7,3009.1,4,5286728,2,22,80600,7,2,41,7,700,4,416,0,2,0,0,0,0,25000,9,"Atlanta-Sandy Springs-Roswell, GA","Janitors and building cleaners"
"13916219",6260,0,2022,2018,202203,1790510,27,238,0,118355,1,13,105449,25,1,18,1,100,4,416,6,63,0,0,0,0,3507,8,"Not in identifiable area","Construction laborers"
"10676280",4010,26420,2022,2020,202203,6090356,107,3457.2,3,5920416,1,12,167705,73,2,40,8,833,0,0,6,65,0,0,0,0,35127,68,"Houston-The Woodlands-Sugar Land, TX","First-line supervisors of food preparation and serving workers"
"5550312",0,39300,2022,2021,202203,5532250,13,3926.5,4,1600852,1,13,30157,13,1,55,1,100,0,0,6,64,0,0,0,0,0,0,"Providence-Warwick, RI-MA","N/A (not applicable)"
"9546526",2830,41860,2022,2019,202203,529643,12,6198.5,1,4335391,1,13,208401,10,1,67,1,100,0,0,10,101,33,3302,0,0,152713,82,"San Francisco-Oakland-Hayward, CA","Editors"
"11442948",4251,0,2022,2020,202203,4880510,8,117,0,33987,1,13,71841,6,2,16,1,100,0,0,4,40,0,0,0,0,2266,11,"Not in identifiable area","Landscaping and groundskeeping workers"
"9944107",3255,23580,2022,2018,202203,1811809,16,636.9,1,179684,1,13,274729,17,2,53,1,100,0,0,6,63,0,0,0,0,60791,46,"Gainesville, GA","Registered nurses"
"10088936",3430,38300,2022,2021,202203,5424942,16,460.9,5,2356285,1,13,163218,17,2,38,1,100,0,0,8,81,0,0,0,0,38913,48,"Pittsburgh, PA","Dietetic technicians and ophthalmic medical technicians"
"10178762",3601,40900,2022,2019,202203,606262,13,4260.1,1,2149127,1,13,313463,17,2,63,2,200,0,0,6,65,0,0,0,0,17223,13,"Sacramento--Roseville--Arden-Arcade, CA","Home health aides"
"5722385",0,27740,2022,2022,202203,5804805,16,875.5,5,198716,2,22,20000,16,1,70,1,100,0,0,6,63,0,0,0,0,20000,0,"Johnson City, TN","N/A (not applicable)"
"4925008",0,35620,2022,2018,202203,4124959,16,2793.2,2,19567410,1,12,91187,16,1,71,1,100,0,0,10,101,62,6206,0,0,60791,0,"New York-Newark-Jersey City, NY-NJ-PA","N/A (not applicable)"
"1259496",0,28140,2022,2018,202203,2557825,20,2277.3,5,2009342,1,13,167772,18,2,72,1,100,0,0,10,101,62,6200,0,0,40800,0,"Kansas City, MO-KS","N/A (not applicable)"
"13597459",5860,16860,2022,2021,202203,1925196,14,307.8,6,337879,1,12,16279,14,2,51,1,100,0,0,8,81,0,0,0,0,16279,44,"Chattanooga, TN-GA","Office clerks, general"
"1438174",0,0,2022,2020,202203,6701991,8,237.8,0,55220,1,12,11309,8,2,66,1,100,0,0,8,81,0,0,0,0,11309,0,"Not in identifiable area","N/A (not applicable)"
"5068501",0,42660,2022,2019,202203,6681749,13,3843.3,1,3439809,1,13,121711,14,2,30,1,100,1,100,6,63,0,0,0,0,0,0,"Seattle-Tacoma-Bellevue, WA","N/A (not applicable)"
"3297603",0,35380,2022,2020,202203,2760065,12,6437.5,1,1189866,0,0,9999999,12,1,19,1,100,0,0,6,65,0,0,0,0,0,0,"New Orleans-Metairie, LA","N/A (not applicable)"
"3551789",0,16980,2022,2019,202203,2123354,14,4155.9,2,9461105,1,13,134341,19,2,2,1,100,0,0,0,1,0,0,0,0,9999999,0,"Chicago-Naperville-Elgin, IL-IN-WI","N/A (not applicable)"
"15378412",9620,31140,2022,2020,202203,2673984,8,275,3,1235708,2,22,11331,7,2,43,1,100,0,0,6,63,0,0,0,0,11331,8,"Louisville/Jefferson County, KY-IN","Laborers and freight, stock, and material movers, hand"
"3530065",0,47900,2022,2018,202203,2873086,13,342.7,5,5636232,1,13,175359,14,1,2,1,100,0,0,0,1,0,0,0,0,9999999,0,"Washington-Arlington-Alexandria, DC-VA-MD-WV","N/A (not applicable)"
"12282772",4760,46060,2022,2022,202203,247525,14,3593,3,980263,1,12,94000,26,1,40,1,100,0,0,7,71,0,0,0,0,9000,47,"Tucson, AZ","Retail salespersons"
"3899931",0,19740,2022,2022,202203,1197926,11,5237.1,4,2543482,1,13,128000,32,2,5,8,801,0,0,1,11,0,0,0,0,9999999,0,"Denver-Aurora-Lakewood, CO","N/A (not applicable)"
"14058673",6441,0,2022,2021,202203,2527793,3,76.8,0,23479,1,13,91878,3,1,57,1,100,0,0,5,50,0,0,0,0,54046,34,"Not in identifiable area","Pipelayers"
"6471285",10,0,2022,2020,202203,1144489,70,47,0,38260,1,13,557505,70,1,40,1,100,0,0,11,114,41,4101,0,0,556372,68,"Not in identifiable area","Chief executives and legislators"
"3220221",0,42660,2022,2018,202203,6640647,14,473.8,1,3439809,1,13,61142,13,2,45,1,100,0,0,6,65,0,0,0,0,7014,0,"Seattle-Tacoma-Bellevue, WA","N/A (not applicable)"
"12172571",4760,10580,2022,2019,202203,4195107,17,1146.8,4,870716,1,12,81638,20,1,62,1,100,0,0,7,71,0,0,0,0,59822,47,"Albany-Schenectady-Troy, NY","Retail salespersons"
"2253262",0,0,2022,2020,202203,2022669,42,34.7,0,35454,1,13,370310,74,1,6,1,100,0,0,1,15,0,0,0,0,9999999,0,"Not in identifiable area","N/A (not applicable)"
"15436955",9620,19100,2022,2021,202203,6165262,14,4768.2,3,6426214,1,13,65828,14,1,40,2,200,0,0,7,71,0,0,0,0,41075,8,"Dallas-Fort Worth-Arlington, TX","Laborers and freight, stock, and material movers, hand"
"8688526",2100,39580,2022,2021,202203,4692346,12,1212.7,5,1130490,1,12,257257,11,2,56,1,100,0,0,10,101,62,6206,0,0,95120,93,"Raleigh, NC","Lawyers, and judges, magistrates, and other judicial workers"
"2446465",0,12580,2022,2020,202203,2906548,7,6195,3,2710489,1,12,33088,6,2,94,1,100,0,0,6,65,0,0,0,0,33088,0,"Baltimore-Columbia-Towson, MD","N/A (not applicable)"
"5333940",0,41620,2022,2021,202203,6397351,15,4346.9,4,1087873,1,13,91878,26,2,2,1,100,1,100,0,1,0,0,0,0,9999999,0,"Salt Lake City, UT","N/A (not applicable)"
"3978207",0,37980,2022,2018,202203,3890999,11,1955.2,2,5965343,1,13,125089,17,1,3,1,100,1,100,0,2,0,0,0,0,9999999,0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","N/A (not applicable)"
"415747",0,0,2022,2022,202203,2270545,12,405.7,0,439548,1,13,75000,10,1,0,1,100,0,0,0,1,0,0,0,0,9999999,0,"Not in identifiable area","N/A (not applicable)"
"14423754",7640,35620,2022,2021,202203,4399771,13,2515,2,19567410,1,13,133601,13,1,57,1,100,0,0,8,81,0,0,0,0,119981,27,"New York-Newark-Jersey City, NY-NJ-PA","Other installation, maintenance, and repair workers"
"3816239",0,29180,2022,2019,202203,2757088,28,175.7,6,466750,1,13,103340,20,2,37,1,100,0,0,6,63,0,0,0,0,0,0,"Lafayette, LA","N/A (not applicable)"
"5203401",0,38060,2022,2021,202203,236341,17,1164.6,2,4192887,2,22,49506,18,2,79,1,100,0,0,6,63,0,0,0,0,15565,0,"Phoenix-Mesa-Scottsdale, AZ","N/A (not applicable)"
"8717754",2100,35620,2022,2021,202203,4394850,19,9458.8,2,19567410,1,13,156408,26,2,36,1,100,0,0,11,115,33,3301,0,0,108091,93,"New York-Newark-Jersey City, NY-NJ-PA","Lawyers, and judges, magistrates, and other judicial workers"
"135754",0,43340,2022,2020,202203,2764910,3,1021.7,5,439811,1,12,73767,6,1,61,1,100,0,0,6,63,0,0,0,0,21303,0,"Shreveport-Bossier City, LA","N/A (not applicable)"
"15168349",9130,0,2022,2022,202203,3822062,12,457.5,0,54364,1,13,57300,13,1,66,1,100,0,0,6,63,0,0,0,0,32000,15,"Not in identifiable area","Driver/sales workers and truck drivers"
"10714100",4020,41860,2022,2021,202203,874676,16,25284.5,1,4335391,1,13,132952,13,1,76,4,400,0,0,10,101,50,5007,50,5003,55127,15,"San Francisco-Oakland-Hayward, CA","Cooks"
"648169",0,0,2022,2019,202203,2372462,3,344.9,0,49519,1,12,26294,3,2,8,1,100,0,0,1,15,0,0,0,0,9999999,0,"Not in identifiable area","N/A (not applicable)"
"13522480",5860,40140,2022,2021,202203,831742,8,1272.1,1,4224851,1,13,149414,6,1,59,7,700,4,416,4,40,0,0,0,0,70259,44,"Riverside-San Bernardino-Ontario, CA","Office clerks, general"
"6271878",0,40140,2022,2021,202203,801501,11,80.5,1,4224851,1,13,56748,11,2,9,7,700,1,100,1,16,0,0,0,0,9999999,0,"Riverside-San Bernardino-Ontario, CA","N/A (not applicable)"
"15218583",9142,35620,2022,2021,202203,4393059,36,47180.2,2,19567410,2,22,34589,35,1,54,6,610,0,0,6,63,0,0,0,0,34589,10,"New York-Newark-Jersey City, NY-NJ-PA","Taxi drivers"
"12774740",5120,14460,2022,2021,202203,3846375,30,688.2,4,4552402,1,13,133709,31,2,45,1,100,0,0,8,81,0,0,0,0,0,51,"Boston-Cambridge-Newton, MA-NH","Bookkeeping, accounting, and auditing clerks"
"12264003",4760,40380,2022,2018,202203,4162163,43,249.5,6,1079671,1,13,204001,35,1,18,1,100,0,0,6,63,0,0,0,0,585,47,"Rochester, NY","Retail salespersons"
"5812748",0,38860,2022,2018,202203,2818620,27,192.3,1,514098,1,12,81250,24,2,67,1,100,0,0,2,26,0,0,0,0,7014,0,"Portland-South Portland, ME","N/A (not applicable)"
"11642055",4600,45300,2022,2021,202203,1636782,24,4168.5,1,2783243,1,13,120522,30,2,47,1,100,0,0,6,64,0,0,0,0,39453,26,"Tampa-St. Petersburg-Clearwater, FL","Childcare workers"
"10220677",3602,40140,2022,2022,202203,1000088,13,6036,1,4224851,1,12,25700,12,1,61,1,100,0,0,10,101,62,6207,55,5501,14100,13,"Riverside-San Bernardino-Ontario, CA","Personal care aides"
"1939175",0,0,2022,2021,202203,1888917,1,71.7,0,22264,0,0,9999999,1,2,92,1,100,0,0,6,64,0,0,0,0,0,0,"Not in identifiable area","N/A (not applicable)"
"118667",0,0,2022,2020,202203,56197,39,129.3,0,60998,1,13,181303,110,2,12,1,100,0,0,2,23,0,0,0,0,9999999,0,"Not in identifiable area","N/A (not applicable)"
"3007156",0,33460,2022,2019,202203,3394628,12,3901.8,5,3348859,1,12,166836,12,1,74,1,100,0,0,10,101,54,5404,0,0,166836,0,"Minneapolis-St. Paul-Bloomington, MN-WI","N/A (not applicable)"
"535270",0,0,2022,2018,202203,2321123,27,344.9,0,49519,0,0,9999999,27,2,83,1,100,0,0,6,63,0,0,0,0,18004,0,"Not in identifiable area","N/A (not applicable)"
"10283241",3603,19100,2022,2019,202203,6015113,27,8080.7,3,6426214,2,22,51899,35,2,65,2,200,0,0,7,71,0,0,0,0,49373,13,"Dallas-Fort Worth-Arlington, TX","Nursing assistants"
"11937143",4710,0,2022,2019,202203,3402460,4,73.5,0,45982,1,13,158913,5,2,53,1,100,0,0,6,63,0,0,0,0,32150,68,"Not in identifiable area","First-line supervisors of non-retail sales workers"
